query,patron,total_postings,tiempo_seg,tiempo_seg_str
madagascar 2005 movie,(t1 OR t2) AND NOT t3,1394,"0,001244253",0.001244253
photo mvp upgrade,(t1 OR t2) AND NOT t3,123,"0,000432583",0.000432583
tony parker bio,(t1 OR t2) AND NOT t3,103,"0,000430558",0.000430558
oceanside girls softball,(t1 OR t2) AND NOT t3,98,"0,000426717",0.000426717
antique lamp double,(t1 OR t2) AND NOT t3,152,"0,000499908",0.000499908
beck realty brevard,(t1 OR t2) AND NOT t3,15,"0,000711940",0.000711940
st paul weather,(t1 OR t2) AND NOT t3,302,"0,000734149",0.000734149
martin antique arms,(t1 OR t2) AND NOT t3,355,"0,000653066",0.000653066
virgin mary flags,(t1 OR t2) AND NOT t3,129,"0,000492575",0.000492575
vintage engagement rings,(t1 OR t2) AND NOT t3,91,"0,000466386",0.000466386
ken tomlinson contact,(t1 OR t2) AND NOT t3,122,"0,000940173",0.000940173
free email cards,(t1 OR t2) AND NOT t3,6104,"0,002721699",0.002721699
birth control pills,(t1 OR t2) AND NOT t3,756,"0,000767461",0.000767461
female underwear models,(t1 OR t2) AND NOT t3,400,"0,000793372",0.000793372
st petersburg college,(t1 OR t2) AND NOT t3,411,"0,000704816",0.000704816
elizabeth reynolds interiors,(t1 OR t2) AND NOT t3,64,"0,000519394",0.000519394
harris county texas,(t1 OR t2) AND NOT t3,541,"0,000842608",0.000842608
bexar county taxes,(t1 OR t2) AND NOT t3,364,"0,000703070",0.000703070
national grant conference,(t1 OR t2) AND NOT t3,730,"0,003967766",0.003967766
finch bird feeders,(t1 OR t2) AND NOT t3,90,"0,000580293",0.000580293
dead baby jokes,(t1 OR t2) AND NOT t3,204,"0,000591257",0.000591257
cyclone van bar,(t1 OR t2) AND NOT t3,304,"0,000572470",0.000572470
childrens songs online,(t1 OR t2) AND NOT t3,438,"0,000768859",0.000768859
opi nail color,(t1 OR t2) AND NOT t3,2159,"0,001675649",0.001675649
reverse number search,(t1 OR t2) AND NOT t3,6933,"0,003097222",0.003097222
fayetteville georgia news,(t1 OR t2) AND NOT t3,476,"0,000866493",0.000866493
afl cio news,(t1 OR t2) AND NOT t3,373,"0,000792045",0.000792045
breast lift pictures,(t1 OR t2) AND NOT t3,131,"0,000599429",0.000599429
nursing government jobs,(t1 OR t2) AND NOT t3,594,"0,000945062",0.000945062
hitachi remote control,(t1 OR t2) AND NOT t3,343,"0,000692874",0.000692874
kelly blue book,(t1 OR t2) AND NOT t3,932,"0,001093749",0.001093749
lee roy parnell,(t1 OR t2) AND NOT t3,121,"0,000664309",0.000664309
sheriff neil williamson,(t1 OR t2) AND NOT t3,66,"0,000622196",0.000622196
armed forces bank,(t1 OR t2) AND NOT t3,387,"0,000748325",0.000748325
washington dc radio,(t1 OR t2) AND NOT t3,664,"0,000892962",0.000892962
christie parker hale,(t1 OR t2) AND NOT t3,48,"0,000561576",0.000561576
credit adjustment board,(t1 OR t2) AND NOT t3,310,"0,003901698",0.003901698
dudley boy profile,(t1 OR t2) AND NOT t3,435,"0,000600686",0.000600686
walking place store,(t1 OR t2) AND NOT t3,1113,"0,001252354",0.001252354
air conditioning filters,(t1 OR t2) AND NOT t3,256,"0,004944186",0.004944186
seductive aerobics dvd,(t1 OR t2) AND NOT t3,134,"0,000641053",0.000641053
cameo rose rug,(t1 OR t2) AND NOT t3,108,"0,000541602",0.000541602
lake geneva boats,(t1 OR t2) AND NOT t3,158,"0,000539577",0.000539577
pomeranian puppy rescue,(t1 OR t2) AND NOT t3,61,"0,000530986",0.000530986
clearwater beach hotels,(t1 OR t2) AND NOT t3,89,"0,000731145",0.000731145
macleod nova scotia,(t1 OR t2) AND NOT t3,29,"0,000543907",0.000543907
long john silvers,(t1 OR t2) AND NOT t3,894,"0,000966153",0.000966153
ohio turnpike commission,(t1 OR t2) AND NOT t3,184,"0,000562763",0.000562763
dvd player programs,(t1 OR t2) AND NOT t3,681,"0,000897851",0.000897851
fly fishing videos,(t1 OR t2) AND NOT t3,183,"0,000647269",0.000647269
crabtree falls virginia,(t1 OR t2) AND NOT t3,174,"0,000597683",0.000597683
maxim hometown girl,(t1 OR t2) AND NOT t3,158,"0,000514993",0.000514993
abbott wolves photos,(t1 OR t2) AND NOT t3,802,"0,000915450",0.000915450
pretty ricky pictures,(t1 OR t2) AND NOT t3,110,"0,000531126",0.000531126
high tension movie,(t1 OR t2) AND NOT t3,818,"0,000910492",0.000910492
red roof inn,(t1 OR t2) AND NOT t3,348,"0,000711311",0.000711311
robert clarence jones,(t1 OR t2) AND NOT t3,291,"0,000669058",0.000669058
hobbs news sun,(t1 OR t2) AND NOT t3,436,"0,000882557",0.000882557
sport compact tires,(t1 OR t2) AND NOT t3,251,"0,000583715",0.000583715
real ultimate power,(t1 OR t2) AND NOT t3,647,"0,000789810",0.000789810
baby shower games,(t1 OR t2) AND NOT t3,364,"0,002904886",0.002904886
auto repair contracts,(t1 OR t2) AND NOT t3,923,"0,001009594",0.001009594
north fork bank,(t1 OR t2) AND NOT t3,541,"0,000894010",0.000894010
cute greeting graphics,(t1 OR t2) AND NOT t3,51,"0,000665008",0.000665008
box office gross,(t1 OR t2) AND NOT t3,520,"0,000815022",0.000815022
disney free fr,(t1 OR t2) AND NOT t3,7039,"0,005554998",0.005554998
pan city fl,(t1 OR t2) AND NOT t3,819,"0,001335462",0.001335462
myspace background music,(t1 OR t2) AND NOT t3,4092,"0,002460360",0.002460360
inn suites tucson,(t1 OR t2) AND NOT t3,33,"0,000661376",0.000661376
army knowledge online,(t1 OR t2) AND NOT t3,509,"0,000784712",0.000784712
work boots florida,(t1 OR t2) AND NOT t3,5945,"0,002611073",0.002611073
rose screen saver,(t1 OR t2) AND NOT t3,164,"0,000678906",0.000678906
manhattan kansas crime,(t1 OR t2) AND NOT t3,166,"0,000489222",0.000489222
crystal park map,(t1 OR t2) AND NOT t3,662,"0,000646709",0.000646709
powder post beetles,(t1 OR t2) AND NOT t3,240,"0,000535316",0.000535316
brantford ontario canada,(t1 OR t2) AND NOT t3,520,"0,000595658",0.000595658
long island railroad,(t1 OR t2) AND NOT t3,743,"0,000744693",0.000744693
international business lenders,(t1 OR t2) AND NOT t3,696,"0,000658303",0.000658303
seneca lake beach,(t1 OR t2) AND NOT t3,167,"0,000444386",0.000444386
free east bay,(t1 OR t2) AND NOT t3,6493,"0,002775055",0.002775055
rockville centre timetable,(t1 OR t2) AND NOT t3,198,"0,000576033",0.000576033
bowling alley systems,(t1 OR t2) AND NOT t3,226,"0,008221733",0.008221733
district attorney salary,(t1 OR t2) AND NOT t3,525,"0,000690220",0.000690220
power lift chairs,(t1 OR t2) AND NOT t3,421,"0,000694130",0.000694130
free funny videos,(t1 OR t2) AND NOT t3,6130,"0,002810044",0.002810044
free gospel songs,(t1 OR t2) AND NOT t3,6342,"0,003233828",0.003233828
seneca south carolina,(t1 OR t2) AND NOT t3,453,"0,000735964",0.000735964
baby showers gift,(t1 OR t2) AND NOT t3,113,"0,000460938",0.000460938
nba game schedule,(t1 OR t2) AND NOT t3,452,"0,000557106",0.000557106
free sheet music,(t1 OR t2) AND NOT t3,6849,"0,003170554",0.003170554
criminal lawyers online,(t1 OR t2) AND NOT t3,247,"0,000413098",0.000413098
kc sports tournaments,(t1 OR t2) AND NOT t3,336,"0,000534199",0.000534199
saturn hazard light,(t1 OR t2) AND NOT t3,249,"0,000462614",0.000462614
cell phone directory,(t1 OR t2) AND NOT t3,172,"0,000533500",0.000533500
resume high school,(t1 OR t2) AND NOT t3,1112,"0,000842468",0.000842468
jewelry display cases,(t1 OR t2) AND NOT t3,1164,"0,000908327",0.000908327
moab utah lodging,(t1 OR t2) AND NOT t3,53,"0,000377340",0.000377340
bonnaroo 2005 photos,(t1 OR t2) AND NOT t3,1921,"0,001149342",0.001149342
dramatist play service,(t1 OR t2) AND NOT t3,794,"0,000769486",0.000769486
zona girdle zone,(t1 OR t2) AND NOT t3,304,"0,000512828",0.000512828
images chopper bikes,(t1 OR t2) AND NOT t3,6053,"0,002277033",0.002277033
secured visa cards,(t1 OR t2) AND NOT t3,88,"0,000551798",0.000551798
norton anti virus,(t1 OR t2) AND NOT t3,101,"0,006069153",0.006069153
stone mountain atlanta,(t1 OR t2) AND NOT t3,288,"0,000533570",0.000533570
toshiba tablet pc,(t1 OR t2) AND NOT t3,68,"0,000432583",0.000432583
cyprus credit union,(t1 OR t2) AND NOT t3,284,"0,000532313",0.000532313
jumbo litter box,(t1 OR t2) AND NOT t3,152,"0,000514783",0.000514783
cat art books,(t1 OR t2) AND NOT t3,669,"0,000724929",0.000724929
disney clip art,(t1 OR t2) AND NOT t3,330,"0,000501375",0.000501375
fiber optic solutions,(t1 OR t2) AND NOT t3,48,"0,000431605",0.000431605
gta san andreas,(t1 OR t2) AND NOT t3,32,"0,000375734",0.000375734
pcs medical solutions,(t1 OR t2) AND NOT t3,174,"0,000477141",0.000477141
john brady sheds,(t1 OR t2) AND NOT t3,394,"0,000573448",0.000573448
vancouver school district,(t1 OR t2) AND NOT t3,1009,"0,000748186",0.000748186
housing authorities doc,(t1 OR t2) AND NOT t3,283,"0,000654392",0.000654392
pirates pnc park,(t1 OR t2) AND NOT t3,199,"0,000485661",0.000485661
instant karma movie,(t1 OR t2) AND NOT t3,242,"0,000498651",0.000498651
wells fargo online,(t1 OR t2) AND NOT t3,196,"0,000500048",0.000500048
candy hemphill christmas,(t1 OR t2) AND NOT t3,90,"0,000463103",0.000463103
catamaran charters chesapeake,(t1 OR t2) AND NOT t3,13,"0,000312949",0.000312949
loans bad credit,(t1 OR t2) AND NOT t3,154,"0,000454233",0.000454233
free people locator,(t1 OR t2) AND NOT t3,7919,"0,003343615",0.003343615
costumes theatre oliver,(t1 OR t2) AND NOT t3,147,"0,000534548",0.000534548
phone number search,(t1 OR t2) AND NOT t3,6957,"0,005760325",0.005760325
spirit sticks manufacturers,(t1 OR t2) AND NOT t3,159,"0,000548586",0.000548586
bedford animal clinic,(t1 OR t2) AND NOT t3,204,"0,000480003",0.000480003
income based apartments,(t1 OR t2) AND NOT t3,5949,"0,002869896",0.002869896
ethiopian latest news,(t1 OR t2) AND NOT t3,432,"0,000570585",0.000570585
sheri moon website,(t1 OR t2) AND NOT t3,899,"0,000607250",0.000607250
rigid power tool,(t1 OR t2) AND NOT t3,445,"0,000478258",0.000478258
green tea gum,(t1 OR t2) AND NOT t3,215,"0,000497463",0.000497463
air sniper rifles,(t1 OR t2) AND NOT t3,261,"0,000457934",0.000457934
triple crown trailers,(t1 OR t2) AND NOT t3,94,"0,000383486",0.000383486
girl skateboarding hats,(t1 OR t2) AND NOT t3,104,"0,000350173",0.000350173
notre dame recruiting,(t1 OR t2) AND NOT t3,19,"0,000342700",0.000342700
rtd bus service,(t1 OR t2) AND NOT t3,503,"0,000670455",0.000670455
marlboro miles catalog,(t1 OR t2) AND NOT t3,317,"0,000677578",0.000677578
high tension movie,(t1 OR t2) AND NOT t3,818,"0,000654462",0.000654462
banana bread recipe,(t1 OR t2) AND NOT t3,35,"0,000399130",0.000399130
piano music free,(t1 OR t2) AND NOT t3,6893,"0,002360141",0.002360141
blue angels music,(t1 OR t2) AND NOT t3,986,"0,001051217",0.001051217
fairmont park horse,(t1 OR t2) AND NOT t3,226,"0,000620031",0.000620031
mens wedding rings,(t1 OR t2) AND NOT t3,104,"0,000387258",0.000387258
mystic lake casino,(t1 OR t2) AND NOT t3,129,"0,000544885",0.000544885
tennis novelty wholesale,(t1 OR t2) AND NOT t3,75,"0,004932942",0.004932942
prime aquarium chiller,(t1 OR t2) AND NOT t3,67,"0,000484543",0.000484543
florida supreme court,(t1 OR t2) AND NOT t3,329,"0,000599917",0.000599917
black sea resort,(t1 OR t2) AND NOT t3,616,"0,000843027",0.000843027
action figure display,(t1 OR t2) AND NOT t3,7210,"0,003610261",0.003610261
car insurance quotes,(t1 OR t2) AND NOT t3,302,"0,000631484",0.000631484
army medical department,(t1 OR t2) AND NOT t3,688,"0,000701673",0.000701673
hip hop girls,(t1 OR t2) AND NOT t3,198,"0,000377131",0.000377131
high tension movie,(t1 OR t2) AND NOT t3,818,"0,001000235",0.001000235
pasadena star news,(t1 OR t2) AND NOT t3,528,"0,000665497",0.000665497
clemson north carolina,(t1 OR t2) AND NOT t3,455,"0,000557246",0.000557246
elk country club,(t1 OR t2) AND NOT t3,1189,"0,001050310",0.001050310
medieval heroes ii,(t1 OR t2) AND NOT t3,821,"0,000943106",0.000943106
gate mouth brown,(t1 OR t2) AND NOT t3,297,"0,000498930",0.000498930
ritz carlton hotel,(t1 OR t2) AND NOT t3,73,"0,000480283",0.000480283
fishtail mining drill,(t1 OR t2) AND NOT t3,52,"0,000420571",0.000420571
bullying prevention programs,(t1 OR t2) AND NOT t3,184,"0,000409676",0.000409676
free online games,(t1 OR t2) AND NOT t3,6502,"0,002539278",0.002539278
nazareth high school,(t1 OR t2) AND NOT t3,1100,"0,000833110",0.000833110
diablo web 18,(t1 OR t2) AND NOT t3,1263,"0,000776820",0.000776820
hormonal migraine headaches,(t1 OR t2) AND NOT t3,6,"0,000338440",0.000338440
toilet seat cover,(t1 OR t2) AND NOT t3,659,"0,005547386",0.005547386
horoscope love match,(t1 OR t2) AND NOT t3,392,"0,000683794",0.000683794
free medicine programs,(t1 OR t2) AND NOT t3,6299,"0,002648646",0.002648646
progressive auto insurance,(t1 OR t2) AND NOT t3,945,"0,000897921",0.000897921
black painted furniture,(t1 OR t2) AND NOT t3,462,"0,000480422",0.000480422
donner lake rental,(t1 OR t2) AND NOT t3,114,"0,000378319",0.000378319
graduation gift ideas,(t1 OR t2) AND NOT t3,177,"0,000459052",0.000459052
butternut lettuce harvest,(t1 OR t2) AND NOT t3,19,"0,000466036",0.000466036
horse racing programs,(t1 OR t2) AND NOT t3,289,"0,000522187",0.000522187
hot mature women,(t1 OR t2) AND NOT t3,372,"0,000497324",0.000497324
degenerative disc disease,(t1 OR t2) AND NOT t3,173,"0,000436494",0.000436494
dogs life expectancy,(t1 OR t2) AND NOT t3,714,"0,000716200",0.000716200
1967 chevy truck,(t1 OR t2) AND NOT t3,330,"0,000503819",0.000503819
sell cell phones,(t1 OR t2) AND NOT t3,167,"0,000478677",0.000478677
charleston daily mail,(t1 OR t2) AND NOT t3,162,"0,000459541",0.000459541
signatures shopping catalog,(t1 OR t2) AND NOT t3,89,"0,000458843",0.000458843
student drafting skills,(t1 OR t2) AND NOT t3,241,"0,000568700",0.000568700
hca valley hospital,(t1 OR t2) AND NOT t3,180,"0,000465477",0.000465477
nyc parking tickets,(t1 OR t2) AND NOT t3,94,"0,000449624",0.000449624
whirlpool upright freezer,(t1 OR t2) AND NOT t3,24,"0,000399200",0.000399200
disney vacation packages,(t1 OR t2) AND NOT t3,62,"0,000496625",0.000496625
high sierra meadow,(t1 OR t2) AND NOT t3,598,"0,003522682",0.003522682
free site counter,(t1 OR t2) AND NOT t3,6632,"0,003020609",0.003020609
glen mur apartments,(t1 OR t2) AND NOT t3,43,"0,000418755",0.000418755
fifa street cheat,(t1 OR t2) AND NOT t3,207,"0,000486289",0.000486289
domestic adoption laws,(t1 OR t2) AND NOT t3,292,"0,000518765",0.000518765
verizon text messaging,(t1 OR t2) AND NOT t3,6045,"0,002821288",0.002821288
merriam webster dictionary,(t1 OR t2) AND NOT t3,183,"0,000442780",0.000442780
floor tile replacement,(t1 OR t2) AND NOT t3,159,"0,000461706",0.000461706
champion road grader,(t1 OR t2) AND NOT t3,337,"0,000491597",0.000491597
bangor daily news,(t1 OR t2) AND NOT t3,467,"0,000613117",0.000613117
wine rack box,(t1 OR t2) AND NOT t3,187,"0,000559830",0.000559830
crash 2005 movie,(t1 OR t2) AND NOT t3,1403,"0,000962522",0.000962522
norton anti virus,(t1 OR t2) AND NOT t3,101,"0,000403669",0.000403669
gold angel jewelry,(t1 OR t2) AND NOT t3,241,"0,000452347",0.000452347
virgin records uk,(t1 OR t2) AND NOT t3,750,"0,000688334",0.000688334
texas education agency,(t1 OR t2) AND NOT t3,574,"0,000653205",0.000653205
mesa boogie music,(t1 OR t2) AND NOT t3,790,"0,000784083",0.000784083
eccentric louisville kentucky,(t1 OR t2) AND NOT t3,93,"0,000398641",0.000398641
tacoma kennel club,(t1 OR t2) AND NOT t3,301,"0,000390750",0.000390750
star wars art,(t1 OR t2) AND NOT t3,524,"0,000534897",0.000534897
allegro resort cozumel,(t1 OR t2) AND NOT t3,40,"0,000368052",0.000368052
exercise weighted vest,(t1 OR t2) AND NOT t3,43,"0,004184616",0.004184616
commercial insurance carriers,(t1 OR t2) AND NOT t3,244,"0,000474626",0.000474626
dodge police wheels,(t1 OR t2) AND NOT t3,208,"0,000442640",0.000442640
cheap airline tickets,(t1 OR t2) AND NOT t3,81,"0,000382648",0.000382648
td waterhouse orlando,(t1 OR t2) AND NOT t3,5351,"0,002214247",0.002214247
cheap stripper clothes,(t1 OR t2) AND NOT t3,40,"0,000443059",0.000443059
catnip rodents ants,(t1 OR t2) AND NOT t3,15,"0,000439427",0.000439427
automotive paint suppl,(t1 OR t2) AND NOT t3,48,"0,000393124",0.000393124
fourth grade math,(t1 OR t2) AND NOT t3,338,"0,000504867",0.000504867
running bugs bunny,(t1 OR t2) AND NOT t3,279,"0,000531964",0.000531964
management behavior work,(t1 OR t2) AND NOT t3,6031,"0,002448068",0.002448068
mlb team stats,(t1 OR t2) AND NOT t3,666,"0,000565207",0.000565207
john deere 2010,(t1 OR t2) AND NOT t3,413,"0,000677439",0.000677439
michigan house rentals,(t1 OR t2) AND NOT t3,535,"0,000643358",0.000643358
west valley college,(t1 OR t2) AND NOT t3,798,"0,000833460",0.000833460
aol live support,(t1 OR t2) AND NOT t3,678,"0,000732123",0.000732123
country shower curtain,(t1 OR t2) AND NOT t3,897,"0,000936472",0.000936472
historic charlotte sc,(t1 OR t2) AND NOT t3,199,"0,000509057",0.000509057
australian philharmonic orchestra,(t1 OR t2) AND NOT t3,238,"0,000702791",0.000702791
black russian drink,(t1 OR t2) AND NOT t3,586,"0,000655370",0.000655370
national college rodeo,(t1 OR t2) AND NOT t3,872,"0,000759499",0.000759499
achilles tendon nodule,(t1 OR t2) AND NOT t3,16,"0,004284068",0.004284068
free people search,(t1 OR t2) AND NOT t3,13945,"0,004740186",0.004740186
beach surfer pictures,(t1 OR t2) AND NOT t3,154,"0,000542859",0.000542859
harry potter cheats,(t1 OR t2) AND NOT t3,56,"0,000528473",0.000528473
spinach artichoke dip,(t1 OR t2) AND NOT t3,10,"0,000500816",0.000500816
college men streaking,(t1 OR t2) AND NOT t3,583,"0,000659630",0.000659630
free video poker,(t1 OR t2) AND NOT t3,6339,"0,002815421",0.002815421
riverbend music center,(t1 OR t2) AND NOT t3,3771,"0,001763576",0.001763576
st paul saints,(t1 OR t2) AND NOT t3,292,"0,000535316",0.000535316
insurance coding tutorial,(t1 OR t2) AND NOT t3,50,"0,000474417",0.000474417
naples daily news,(t1 OR t2) AND NOT t3,471,"0,000626456",0.000626456
delete internet history,(t1 OR t2) AND NOT t3,1315,"0,000792953",0.000792953
free cell phones,(t1 OR t2) AND NOT t3,6147,"0,002246513",0.002246513
south park stan,(t1 OR t2) AND NOT t3,608,"0,000609137",0.000609137
sail sewing machine,(t1 OR t2) AND NOT t3,135,"0,000494809",0.000494809
rabbi brian kent,(t1 OR t2) AND NOT t3,79,"0,000479235",0.000479235
eva molded fabric,(t1 OR t2) AND NOT t3,31,"0,000360369",0.000360369
gardner rich company,(t1 OR t2) AND NOT t3,538,"0,000582388",0.000582388
denver pet cemetery,(t1 OR t2) AND NOT t3,90,"0,000502841",0.000502841
berkeley forge foundry,(t1 OR t2) AND NOT t3,54,"0,000486079",0.000486079
johansen high school,(t1 OR t2) AND NOT t3,1096,"0,000962522",0.000962522
lafayette county fl,(t1 OR t2) AND NOT t3,398,"0,006835986",0.006835986
george armstrong custer,(t1 OR t2) AND NOT t3,219,"0,000517228",0.000517228
camaro performance parts,(t1 OR t2) AND NOT t3,467,"0,000634697",0.000634697
iredell county courthouse,(t1 OR t2) AND NOT t3,345,"0,000503400",0.000503400
recipes ice cream,(t1 OR t2) AND NOT t3,134,"0,000479096",0.000479096
seattle sailing schools,(t1 OR t2) AND NOT t3,338,"0,000511920",0.000511920
american culture protestantism,(t1 OR t2) AND NOT t3,1100,"0,000835904",0.000835904
male dog names,(t1 OR t2) AND NOT t3,707,"0,000598242",0.000598242
colorado weather report,(t1 OR t2) AND NOT t3,6165,"0,002231288",0.002231288
texas death records,(t1 OR t2) AND NOT t3,983,"0,000855040",0.000855040
winter family vacations,(t1 OR t2) AND NOT t3,975,"0,000874594",0.000874594
clark atlanta university,(t1 OR t2) AND NOT t3,677,"0,000615421",0.000615421
paula dean recipes,(t1 OR t2) AND NOT t3,61,"0,000459680",0.000459680
lace sneaker heels,(t1 OR t2) AND NOT t3,13,"0,000362744",0.000362744
james barker reality,(t1 OR t2) AND NOT t3,276,"0,000494810",0.000494810
strawberry margarita recipe,(t1 OR t2) AND NOT t3,10,"0,000359601",0.000359601
tulare county government,(t1 OR t2) AND NOT t3,866,"0,000765925",0.000765925
dr fitzpatrick chiropractor,(t1 OR t2) AND NOT t3,55,"0,000521628",0.000521628
dark woods photography,(t1 OR t2) AND NOT t3,183,"0,000496765",0.000496765
scottish highland games,(t1 OR t2) AND NOT t3,429,"0,000501933",0.000501933
